"","month","race","severity","category","n"
"1",2015-06-01,"Black","felony","assault and battery",4
"2",2015-06-01,"Black","felony","drug offenses",5
"3",2015-06-01,"Black","felony","weapons",2
"4",2015-06-01,"Black","misdemeanor","assault and battery",10
"5",2015-06-01,"Black","misdemeanor","disturbing the peace",2
"6",2015-06-01,"Black","misdemeanor","drug offenses",9
"7",2015-06-01,"Black","misdemeanor","dui",5
"8",2015-06-01,"Black","misdemeanor","weapons",2
"9",2015-06-01,"Black",NA,"assault and battery",1
"10",2015-06-01,"Black",NA,"drug offenses",2
"11",2015-06-01,"Hispanic","felony","accessory or conspiracy",1
"12",2015-06-01,"Hispanic","felony","drug offenses",1
"13",2015-06-01,"Hispanic","felony","false imprisonment",4
"14",2015-06-01,"Hispanic","felony","theft",2
"15",2015-06-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"16",2015-06-01,"Hispanic","misdemeanor","assault and battery",4
"17",2015-06-01,"Hispanic","misdemeanor","drug offenses",11
"18",2015-06-01,"Hispanic","misdemeanor","dui",5
"19",2015-06-01,"Hispanic","misdemeanor","false imprisonment",2
"20",2015-06-01,"Hispanic","misdemeanor","liquor laws",2
"21",2015-06-01,"Hispanic","misdemeanor","theft",4
"22",2015-06-01,"Hispanic","misdemeanor","weapons",1
"23",2015-06-01,"Hispanic",NA,"drivers' licenses",1
"24",2015-06-01,"Hispanic",NA,"drug offenses",2
"25",2015-06-01,"Other Asian","felony","assault and battery",1
"26",2015-06-01,"Other Asian","felony","drug offenses",1
"27",2015-06-01,"Other Asian","misdemeanor","assault and battery",1
"28",2015-06-01,"Other Asian","misdemeanor","disturbing the peace",1
"29",2015-06-01,"Other Asian","misdemeanor","drug offenses",6
"30",2015-06-01,"White","felony","accessory or conspiracy",3
"31",2015-06-01,"White","felony","assault and battery",8
"32",2015-06-01,"White","felony","drug offenses",12
"33",2015-06-01,"White","felony","theft",11
"34",2015-06-01,"White","felony","weapons",8
"35",2015-06-01,"White","misdemeanor","accessory or conspiracy",6
"36",2015-06-01,"White","misdemeanor","assault and battery",18
"37",2015-06-01,"White","misdemeanor","disturbing the peace",2
"38",2015-06-01,"White","misdemeanor","drug offenses",28
"39",2015-06-01,"White","misdemeanor","dui",8
"40",2015-06-01,"White","misdemeanor","theft",16
"41",2015-06-01,"White","misdemeanor","trespassing",1
"42",2015-06-01,"White","misdemeanor","weapons",8
"43",2015-06-01,"White",NA,"assault and battery",2
"44",2015-06-01,"White",NA,"drug offenses",6
"45",2015-06-01,"White",NA,"dui",1
"46",2015-06-01,"White",NA,NA,2
"47",2015-07-01,"Black","felony","assault and battery",1
"48",2015-07-01,"Black","misdemeanor","assault and battery",2
"49",2015-07-01,"Black","misdemeanor","disturbing the peace",1
"50",2015-07-01,"Black","misdemeanor","drug offenses",1
"51",2015-07-01,"Black","misdemeanor","dui",6
"52",2015-07-01,"Black",NA,"drivers' licenses",1
"53",2015-07-01,"Black",NA,"drug offenses",1
"54",2015-07-01,"Chinese","misdemeanor","dui",1
"55",2015-07-01,"Filipino","felony","assault and battery",1
"56",2015-07-01,"Filipino","misdemeanor","assault and battery",2
"57",2015-07-01,"Hispanic","felony","accessory or conspiracy",3
"58",2015-07-01,"Hispanic","felony","assault and battery",8
"59",2015-07-01,"Hispanic","felony","burglary",3
"60",2015-07-01,"Hispanic","felony","drug offenses",2
"61",2015-07-01,"Hispanic","felony","robbery",2
"62",2015-07-01,"Hispanic","felony","sex offenses",6
"63",2015-07-01,"Hispanic","felony","theft",1
"64",2015-07-01,"Hispanic","felony","weapons",2
"65",2015-07-01,"Hispanic","misdemeanor","accessory or conspiracy",6
"66",2015-07-01,"Hispanic","misdemeanor","assault and battery",13
"67",2015-07-01,"Hispanic","misdemeanor","burglary",5
"68",2015-07-01,"Hispanic","misdemeanor","drug offenses",6
"69",2015-07-01,"Hispanic","misdemeanor","dui",7
"70",2015-07-01,"Hispanic","misdemeanor","hit-and-run",1
"71",2015-07-01,"Hispanic","misdemeanor","sex offenses",2
"72",2015-07-01,"Hispanic","misdemeanor","theft",3
"73",2015-07-01,"Hispanic","misdemeanor","vehicular violations",1
"74",2015-07-01,"Hispanic","misdemeanor","weapons",2
"75",2015-07-01,"Hispanic",NA,"assault and battery",3
"76",2015-07-01,"Hispanic",NA,"drug offenses",5
"77",2015-07-01,"Hispanic",NA,"vehicular violations",1
"78",2015-07-01,"Other","misdemeanor","contempt of court",1
"79",2015-07-01,"Pacific","misdemeanor","dui",2
"80",2015-07-01,"White","felony","accessory or conspiracy",3
"81",2015-07-01,"White","felony","assault and battery",11
"82",2015-07-01,"White","felony","burglary",9
"83",2015-07-01,"White","felony","drug offenses",12
"84",2015-07-01,"White","felony","theft",9
"85",2015-07-01,"White","felony","vandalism",2
"86",2015-07-01,"White","felony","weapons",2
"87",2015-07-01,"White","misdemeanor","accessory or conspiracy",6
"88",2015-07-01,"White","misdemeanor","assault and battery",23
"89",2015-07-01,"White","misdemeanor","burglary",15
"90",2015-07-01,"White","misdemeanor","drug offenses",35
"91",2015-07-01,"White","misdemeanor","dui",5
"92",2015-07-01,"White","misdemeanor","lewd conduct",1
"93",2015-07-01,"White","misdemeanor","public justice",2
"94",2015-07-01,"White","misdemeanor","restraining order violation",1
"95",2015-07-01,"White","misdemeanor","theft",13
"96",2015-07-01,"White","misdemeanor","vandalism",1
"97",2015-07-01,"White","misdemeanor","weapons",2
"98",2015-07-01,"White",NA,"assault and battery",2
"99",2015-07-01,"White",NA,"biking under the influence",1
"100",2015-07-01,"White",NA,"drivers' licenses",2
"101",2015-07-01,"White",NA,"drug offenses",9
"102",2015-07-01,"White",NA,"probation violations",2
"103",2015-07-01,"White",NA,"theft",1
"104",2015-07-01,"White",NA,NA,4
"105",2015-08-01,"Black","felony","accessory or conspiracy",2
"106",2015-08-01,"Black","felony","assault and battery",1
"107",2015-08-01,"Black","felony","burglary",9
"108",2015-08-01,"Black","felony","drug offenses",2
"109",2015-08-01,"Black","felony","false imprisonment",4
"110",2015-08-01,"Black","felony","theft",2
"111",2015-08-01,"Black","felony","weapons",4
"112",2015-08-01,"Black","misdemeanor","accessory or conspiracy",4
"113",2015-08-01,"Black","misdemeanor","assault and battery",2
"114",2015-08-01,"Black","misdemeanor","burglary",12
"115",2015-08-01,"Black","misdemeanor","drug offenses",2
"116",2015-08-01,"Black","misdemeanor","false imprisonment",2
"117",2015-08-01,"Black","misdemeanor","public justice",1
"118",2015-08-01,"Black","misdemeanor","theft",4
"119",2015-08-01,"Black",NA,"assault and battery",1
"120",2015-08-01,"Hispanic","felony","assault and battery",4
"121",2015-08-01,"Hispanic","felony","drug offenses",2
"122",2015-08-01,"Hispanic","felony","false imprisonment",4
"123",2015-08-01,"Hispanic","felony","theft",1
"124",2015-08-01,"Hispanic","misdemeanor","assault and battery",12
"125",2015-08-01,"Hispanic","misdemeanor","disturbing the peace",1
"126",2015-08-01,"Hispanic","misdemeanor","drug offenses",19
"127",2015-08-01,"Hispanic","misdemeanor","dui",4
"128",2015-08-01,"Hispanic","misdemeanor","false imprisonment",2
"129",2015-08-01,"Hispanic","misdemeanor","theft",1
"130",2015-08-01,"Other","misdemeanor","hit-and-run",1
"131",2015-08-01,"Other Asian","felony","assault and battery",2
"132",2015-08-01,"Other Asian","misdemeanor","assault and battery",4
"133",2015-08-01,"White","felony","accessory or conspiracy",2
"134",2015-08-01,"White","felony","assault and battery",10
"135",2015-08-01,"White","felony","burglary",9
"136",2015-08-01,"White","felony","drug offenses",10
"137",2015-08-01,"White","felony","theft",3
"138",2015-08-01,"White","misdemeanor","accessory or conspiracy",4
"139",2015-08-01,"White","misdemeanor","assault and battery",16
"140",2015-08-01,"White","misdemeanor","burglary",12
"141",2015-08-01,"White","misdemeanor","disturbing the peace",1
"142",2015-08-01,"White","misdemeanor","drug offenses",38
"143",2015-08-01,"White","misdemeanor","dui",3
"144",2015-08-01,"White","misdemeanor","public justice",1
"145",2015-08-01,"White","misdemeanor","theft",6
"146",2015-08-01,"White","misdemeanor","trespassing",1
"147",2015-08-01,"White","misdemeanor","vandalism",1
"148",2015-08-01,"White",NA,"assault and battery",3
"149",2015-08-01,"White",NA,"biking under the influence",1
"150",2015-08-01,"White",NA,"drivers' licenses",1
"151",2015-08-01,"White",NA,"drug offenses",1
"152",2015-08-01,"White",NA,"dui",1
"153",2015-08-01,"White",NA,NA,1
"154",2015-09-01,"Black","felony","drug offenses",2
"155",2015-09-01,"Black","misdemeanor","drug offenses",10
"156",2015-09-01,"Black",NA,"drivers' licenses",1
"157",2015-09-01,"Black",NA,"drug offenses",1
"158",2015-09-01,"Filipino","misdemeanor","assault and battery",2
"159",2015-09-01,"Filipino","misdemeanor","vandalism",1
"160",2015-09-01,"Hispanic","felony","assault and battery",2
"161",2015-09-01,"Hispanic","felony","drug offenses",3
"162",2015-09-01,"Hispanic","felony","false imprisonment",4
"163",2015-09-01,"Hispanic","felony","homicide",20
"164",2015-09-01,"Hispanic","felony","sex offenses",1
"165",2015-09-01,"Hispanic","felony","theft",5
"166",2015-09-01,"Hispanic","misdemeanor","assault and battery",6
"167",2015-09-01,"Hispanic","misdemeanor","disturbing the peace",1
"168",2015-09-01,"Hispanic","misdemeanor","drug offenses",9
"169",2015-09-01,"Hispanic","misdemeanor","dui",7
"170",2015-09-01,"Hispanic","misdemeanor","false imprisonment",2
"171",2015-09-01,"Hispanic","misdemeanor","hit-and-run",1
"172",2015-09-01,"Hispanic","misdemeanor","theft",7
"173",2015-09-01,"Hispanic",NA,"drug offenses",2
"174",2015-09-01,"Hispanic",NA,NA,2
"175",2015-09-01,"Other","felony","drug offenses",3
"176",2015-09-01,"Other","felony","weapons",3
"177",2015-09-01,"Other","misdemeanor","drug offenses",2
"178",2015-09-01,"Other","misdemeanor","dui",3
"179",2015-09-01,"Other","misdemeanor","weapons",4
"180",2015-09-01,"Other",NA,"drug offenses",1
"181",2015-09-01,"White","felony","accessory or conspiracy",3
"182",2015-09-01,"White","felony","drug offenses",4
"183",2015-09-01,"White","felony","dui",3
"184",2015-09-01,"White","felony","hit-and-run",1
"185",2015-09-01,"White","felony","homicide",5
"186",2015-09-01,"White","felony","theft",1
"187",2015-09-01,"White","felony","weapons",6
"188",2015-09-01,"White","misdemeanor","accessory or conspiracy",6
"189",2015-09-01,"White","misdemeanor","burglary",2
"190",2015-09-01,"White","misdemeanor","drug offenses",11
"191",2015-09-01,"White","misdemeanor","dui",11
"192",2015-09-01,"White","misdemeanor","theft",2
"193",2015-09-01,"White","misdemeanor","weapons",4
"194",2015-09-01,"White",NA,"drug offenses",4
"195",2015-09-01,"White",NA,NA,1
"196",2015-10-01,"Black","felony","assault and battery",1
"197",2015-10-01,"Black","felony","theft",1
"198",2015-10-01,"Black","felony","weapons",3
"199",2015-10-01,"Black","misdemeanor","assault and battery",2
"200",2015-10-01,"Black","misdemeanor","drug offenses",13
"201",2015-10-01,"Black","misdemeanor","dui",3
"202",2015-10-01,"Black","misdemeanor","theft",1
"203",2015-10-01,"Black","misdemeanor","weapons",4
"204",2015-10-01,"Black",NA,"assault and battery",1
"205",2015-10-01,"Chinese","misdemeanor","dui",2
"206",2015-10-01,"Chinese","misdemeanor","false information to a peace officer",1
"207",2015-10-01,"Hispanic","felony","assault and battery",1
"208",2015-10-01,"Hispanic","misdemeanor","assault and battery",3
"209",2015-10-01,"Hispanic","misdemeanor","disturbing the peace",1
"210",2015-10-01,"Hispanic","misdemeanor","drug offenses",17
"211",2015-10-01,"Hispanic","misdemeanor","dui",13
"212",2015-10-01,"Hispanic","misdemeanor","theft",1
"213",2015-10-01,"Hispanic","misdemeanor","trespassing",1
"214",2015-10-01,"Hispanic",NA,"drivers' licenses",1
"215",2015-10-01,"Hispanic",NA,"drug offenses",1
"216",2015-10-01,"Hispanic",NA,"prison violations",1
"217",2015-10-01,"Korean","misdemeanor","dui",2
"218",2015-10-01,"Other","misdemeanor","contempt of court",2
"219",2015-10-01,"Other","misdemeanor","dui",4
"220",2015-10-01,"Other Asian","misdemeanor","dui",1
"221",2015-10-01,"White","felony","animal cruelty",1
"222",2015-10-01,"White","felony","assault and battery",2
"223",2015-10-01,"White","felony","burglary",3
"224",2015-10-01,"White","felony","drug offenses",6
"225",2015-10-01,"White","felony","prison violations",1
"226",2015-10-01,"White","felony","stalking",1
"227",2015-10-01,"White","felony","theft",3
"228",2015-10-01,"White","misdemeanor","animal cruelty",2
"229",2015-10-01,"White","misdemeanor","assault and battery",8
"230",2015-10-01,"White","misdemeanor","burglary",4
"231",2015-10-01,"White","misdemeanor","contempt of court",2
"232",2015-10-01,"White","misdemeanor","drug offenses",16
"233",2015-10-01,"White","misdemeanor","dui",12
"234",2015-10-01,"White","misdemeanor","stalking",2
"235",2015-10-01,"White","misdemeanor","theft",3
"236",2015-10-01,"White","misdemeanor","trespassing",3
"237",2015-10-01,"White","misdemeanor","vandalism",1
"238",2015-10-01,"White",NA,"drug offenses",4
"239",2015-10-01,"White",NA,"sentence enhancements",1
"240",2015-11-01,"Asian Indian","felony","accessory or conspiracy",1
"241",2015-11-01,"Asian Indian","felony","theft",1
"242",2015-11-01,"Asian Indian","misdemeanor","accessory or conspiracy",2
"243",2015-11-01,"Asian Indian","misdemeanor","dui",2
"244",2015-11-01,"Asian Indian","misdemeanor","theft",1
"245",2015-11-01,"Asian Indian",NA,"dui",1
"246",2015-11-01,"Black","misdemeanor","drug offenses",4
"247",2015-11-01,"Hispanic","felony","theft",2
"248",2015-11-01,"Hispanic","misdemeanor","assault and battery",2
"249",2015-11-01,"Hispanic","misdemeanor","drug offenses",4
"250",2015-11-01,"Hispanic","misdemeanor","dui",10
"251",2015-11-01,"Hispanic","misdemeanor","theft",1
"252",2015-11-01,"Hispanic",NA,"drug offenses",1
"253",2015-11-01,"Other","felony","accessory or conspiracy",2
"254",2015-11-01,"Other","felony","theft",2
"255",2015-11-01,"Other","misdemeanor","accessory or conspiracy",4
"256",2015-11-01,"Other","misdemeanor","dui",2
"257",2015-11-01,"Other","misdemeanor","theft",4
"258",2015-11-01,"Other",NA,"traffic violations",1
"259",2015-11-01,"Other Asian","felony","assault and battery",3
"260",2015-11-01,"Other Asian","felony","drug offenses",2
"261",2015-11-01,"Other Asian","felony","weapons",2
"262",2015-11-01,"Other Asian","misdemeanor","assault and battery",4
"263",2015-11-01,"Other Asian","misdemeanor","drug offenses",2
"264",2015-11-01,"Other Asian","misdemeanor","dui",4
"265",2015-11-01,"Other Asian","misdemeanor","weapons",2
"266",2015-11-01,"Other Asian",NA,"assault and battery",1
"267",2015-11-01,"Other Asian",NA,"drug offenses",1
"268",2015-11-01,"White","felony","accessory or conspiracy",1
"269",2015-11-01,"White","felony","assault and battery",1
"270",2015-11-01,"White","felony","burglary",6
"271",2015-11-01,"White","felony","drug offenses",7
"272",2015-11-01,"White","felony","false documents",2
"273",2015-11-01,"White","felony","homicide",5
"274",2015-11-01,"White","felony","theft",3
"275",2015-11-01,"White","misdemeanor","accessory or conspiracy",2
"276",2015-11-01,"White","misdemeanor","assault and battery",7
"277",2015-11-01,"White","misdemeanor","burglary",8
"278",2015-11-01,"White","misdemeanor","disturbing the peace",1
"279",2015-11-01,"White","misdemeanor","drug offenses",26
"280",2015-11-01,"White","misdemeanor","dui",11
"281",2015-11-01,"White","misdemeanor","false documents",2
"282",2015-11-01,"White","misdemeanor","public justice",1
"283",2015-11-01,"White","misdemeanor","theft",3
"284",2015-11-01,"White","misdemeanor","trespassing",1
"285",2015-11-01,"White",NA,"drivers' licenses",2
"286",2015-11-01,"White",NA,"drug offenses",4
"287",2015-11-01,"White",NA,"probation violations",2
"288",2015-11-01,"White",NA,"traffic violations",1
"289",2015-12-01,"Black","felony","accessory or conspiracy",1
"290",2015-12-01,"Black","felony","drug offenses",5
"291",2015-12-01,"Black","felony","theft",2
"292",2015-12-01,"Black","misdemeanor","accessory or conspiracy",2
"293",2015-12-01,"Black","misdemeanor","drug offenses",7
"294",2015-12-01,"Black","misdemeanor","dui",3
"295",2015-12-01,"Black","misdemeanor","theft",1
"296",2015-12-01,"Black",NA,"drivers' licenses",1
"297",2015-12-01,"Black",NA,"drug offenses",2
"298",2015-12-01,"Black",NA,"theft",1
"299",2015-12-01,"Black",NA,"vehicular violations",2
"300",2015-12-01,"Hispanic","felony","accessory or conspiracy",2
"301",2015-12-01,"Hispanic","felony","assault and battery",1
"302",2015-12-01,"Hispanic","felony","drug offenses",2
"303",2015-12-01,"Hispanic","felony","robbery",4
"304",2015-12-01,"Hispanic","misdemeanor","accessory or conspiracy",4
"305",2015-12-01,"Hispanic","misdemeanor","assault and battery",2
"306",2015-12-01,"Hispanic","misdemeanor","drug offenses",5
"307",2015-12-01,"Hispanic","misdemeanor","dui",2
"308",2015-12-01,"Hispanic","misdemeanor","public justice",1
"309",2015-12-01,"Hispanic",NA,"drug offenses",5
"310",2015-12-01,"Hispanic",NA,"liquor laws",1
"311",2015-12-01,"Hispanic",NA,"theft",1
"312",2015-12-01,"Indian/Nativ","felony","theft",1
"313",2015-12-01,"Indian/Nativ","misdemeanor","theft",2
"314",2015-12-01,"Indian/Nativ",NA,"probation violations",1
"315",2015-12-01,"Other","felony","drug offenses",1
"316",2015-12-01,"Other","misdemeanor","drug offenses",2
"317",2015-12-01,"Other","misdemeanor","dui",1
"318",2015-12-01,"White","felony","accessory or conspiracy",5
"319",2015-12-01,"White","felony","assault and battery",3
"320",2015-12-01,"White","felony","burglary",6
"321",2015-12-01,"White","felony","drug offenses",17
"322",2015-12-01,"White","felony","robbery",4
"323",2015-12-01,"White","felony","theft",1
"324",2015-12-01,"White","felony","vandalism",2
"325",2015-12-01,"White","felony","weapons",10
"326",2015-12-01,"White","misdemeanor","accessory or conspiracy",10
"327",2015-12-01,"White","misdemeanor","assault and battery",12
"328",2015-12-01,"White","misdemeanor","burglary",8
"329",2015-12-01,"White","misdemeanor","drug offenses",24
"330",2015-12-01,"White","misdemeanor","dui",10
"331",2015-12-01,"White","misdemeanor","theft",2
"332",2015-12-01,"White","misdemeanor","vandalism",1
"333",2015-12-01,"White","misdemeanor","weapons",8
"334",2015-12-01,"White",NA,"assault and battery",1
"335",2015-12-01,"White",NA,"drivers' licenses",1
"336",2015-12-01,"White",NA,"drug offenses",2
"337",2015-12-01,"White",NA,"probation violations",1
"338",2015-12-01,"White",NA,"sentence enhancements",1
"339",2015-12-01,"White",NA,"weapons",1
"340",2016-01-01,"Black","felony","assault and battery",2
"341",2016-01-01,"Black","felony","drug offenses",4
"342",2016-01-01,"Black","felony","false imprisonment",4
"343",2016-01-01,"Black","felony","public justice",1
"344",2016-01-01,"Black","felony","theft",2
"345",2016-01-01,"Black","misdemeanor","assault and battery",4
"346",2016-01-01,"Black","misdemeanor","contempt of court",1
"347",2016-01-01,"Black","misdemeanor","disturbing the peace",2
"348",2016-01-01,"Black","misdemeanor","drug offenses",6
"349",2016-01-01,"Black","misdemeanor","dui",3
"350",2016-01-01,"Black","misdemeanor","false imprisonment",2
"351",2016-01-01,"Black","misdemeanor","liquor laws",1
"352",2016-01-01,"Black","misdemeanor","theft",4
"353",2016-01-01,"Black","misdemeanor","trespassing",1
"354",2016-01-01,"Black","misdemeanor","vandalism",1
"355",2016-01-01,"Black",NA,"assault and battery",1
"356",2016-01-01,"Black",NA,"drivers' licenses",1
"357",2016-01-01,"Black",NA,"drug offenses",1
"358",2016-01-01,"Black",NA,"probation violations",1
"359",2016-01-01,"Black",NA,"traffic violations",1
"360",2016-01-01,"Hispanic","felony","assault and battery",1
"361",2016-01-01,"Hispanic","felony","drug offenses",3
"362",2016-01-01,"Hispanic","felony","false imprisonment",4
"363",2016-01-01,"Hispanic","felony","theft",1
"364",2016-01-01,"Hispanic","misdemeanor","assault and battery",2
"365",2016-01-01,"Hispanic","misdemeanor","drug offenses",5
"366",2016-01-01,"Hispanic","misdemeanor","dui",5
"367",2016-01-01,"Hispanic","misdemeanor","false imprisonment",2
"368",2016-01-01,"Hispanic","misdemeanor","theft",1
"369",2016-01-01,"Hispanic","misdemeanor","vandalism",2
"370",2016-01-01,"Hispanic",NA,"dui",1
"371",2016-01-01,"Other","misdemeanor","public justice",1
"372",2016-01-01,"Other Asian","felony","drug offenses",1
"373",2016-01-01,"Other Asian","misdemeanor","drug offenses",2
"374",2016-01-01,"Other Asian","misdemeanor","dui",4
"375",2016-01-01,"Other Asian",NA,"dui",1
"376",2016-01-01,"Unknown","felony","drug offenses",2
"377",2016-01-01,"Unknown","misdemeanor","drug offenses",2
"378",2016-01-01,"White","felony","assault and battery",5
"379",2016-01-01,"White","felony","drug offenses",10
"380",2016-01-01,"White","felony","robbery",4
"381",2016-01-01,"White","felony","theft",3
"382",2016-01-01,"White","misdemeanor","assault and battery",8
"383",2016-01-01,"White","misdemeanor","burglary",1
"384",2016-01-01,"White","misdemeanor","disturbing the peace",1
"385",2016-01-01,"White","misdemeanor","drug offenses",21
"386",2016-01-01,"White","misdemeanor","dui",18
"387",2016-01-01,"White","misdemeanor","theft",6
"388",2016-01-01,"White","misdemeanor","weapons",1
"389",2016-01-01,"White",NA,"assault and battery",2
"390",2016-01-01,"White",NA,"drivers' licenses",1
"391",2016-01-01,"White",NA,"drug offenses",1
"392",2016-02-01,"Asian Indian","felony","vandalism",2
"393",2016-02-01,"Asian Indian","misdemeanor","vandalism",1
"394",2016-02-01,"Black","felony","assault and battery",2
"395",2016-02-01,"Black","felony","drug offenses",3
"396",2016-02-01,"Black","felony","false imprisonment",4
"397",2016-02-01,"Black","felony","homicide",1
"398",2016-02-01,"Black","misdemeanor","assault and battery",8
"399",2016-02-01,"Black","misdemeanor","disturbing the peace",2
"400",2016-02-01,"Black","misdemeanor","drug offenses",11
"401",2016-02-01,"Black","misdemeanor","dui",2
"402",2016-02-01,"Black","misdemeanor","false imprisonment",2
"403",2016-02-01,"Black","misdemeanor","restraining order violation",1
"404",2016-02-01,"Black",NA,"dui",2
"405",2016-02-01,"Black",NA,"probation violations",1
"406",2016-02-01,"Black",NA,"sentence enhancements",1
"407",2016-02-01,"Black",NA,"weapons",1
"408",2016-02-01,"Hispanic","felony","accessory or conspiracy",1
"409",2016-02-01,"Hispanic","felony","burglary",3
"410",2016-02-01,"Hispanic","felony","drug offenses",2
"411",2016-02-01,"Hispanic","misdemeanor","accessory or conspiracy",2
"412",2016-02-01,"Hispanic","misdemeanor","burglary",4
"413",2016-02-01,"Hispanic","misdemeanor","drug offenses",2
"414",2016-02-01,"Hispanic","misdemeanor","dui",7
"415",2016-02-01,"Hispanic","misdemeanor","theft",1
"416",2016-02-01,"Hispanic",NA,"drivers' licenses",1
"417",2016-02-01,"Hispanic",NA,"prison violations",1
"418",2016-02-01,"Hispanic",NA,"weapons",1
"419",2016-02-01,"Indian/Nativ","felony","accessory or conspiracy",1
"420",2016-02-01,"Indian/Nativ","felony","burglary",3
"421",2016-02-01,"Indian/Nativ","misdemeanor","accessory or conspiracy",2
"422",2016-02-01,"Indian/Nativ","misdemeanor","burglary",4
"423",2016-02-01,"Indian/Nativ","misdemeanor","drug offenses",4
"424",2016-02-01,"Korean","misdemeanor","dui",2
"425",2016-02-01,"Other","misdemeanor","dui",2
"426",2016-02-01,"Other Asian","felony","accessory or conspiracy",2
"427",2016-02-01,"Other Asian","felony","burglary",6
"428",2016-02-01,"Other Asian","felony","theft",2
"429",2016-02-01,"Other Asian","misdemeanor","accessory or conspiracy",4
"430",2016-02-01,"Other Asian","misdemeanor","burglary",8
"431",2016-02-01,"Other Asian","misdemeanor","dui",1
"432",2016-02-01,"Other Asian","misdemeanor","theft",4
"433",2016-02-01,"White","felony","accessory or conspiracy",1
"434",2016-02-01,"White","felony","assault and battery",2
"435",2016-02-01,"White","felony","burglary",3
"436",2016-02-01,"White","felony","drug offenses",6
"437",2016-02-01,"White","felony","false imprisonment",4
"438",2016-02-01,"White","felony","forcible rape",8
"439",2016-02-01,"White","felony","theft",2
"440",2016-02-01,"White","felony","weapons",6
"441",2016-02-01,"White","misdemeanor","accessory or conspiracy",2
"442",2016-02-01,"White","misdemeanor","assault and battery",9
"443",2016-02-01,"White","misdemeanor","burglary",4
"444",2016-02-01,"White","misdemeanor","disturbing the peace",1
"445",2016-02-01,"White","misdemeanor","drug offenses",17
"446",2016-02-01,"White","misdemeanor","dui",15
"447",2016-02-01,"White","misdemeanor","false imprisonment",2
"448",2016-02-01,"White","misdemeanor","public justice",2
"449",2016-02-01,"White","misdemeanor","theft",5
"450",2016-02-01,"White","misdemeanor","trespassing",1
"451",2016-02-01,"White","misdemeanor","weapons",4
"452",2016-02-01,"White",NA,"drivers' licenses",1
"453",2016-02-01,"White",NA,"dui",1
"454",2016-02-01,"White",NA,"probation violations",1
"455",2016-02-01,"White",NA,NA,4
"456",2016-03-01,"Black","felony","assault and battery",2
"457",2016-03-01,"Black","felony","false imprisonment",4
"458",2016-03-01,"Black","felony","sex offenses",1
"459",2016-03-01,"Black","misdemeanor","assault and battery",5
"460",2016-03-01,"Black","misdemeanor","disturbing the peace",1
"461",2016-03-01,"Black","misdemeanor","drug offenses",12
"462",2016-03-01,"Black","misdemeanor","dui",2
"463",2016-03-01,"Black","misdemeanor","false imprisonment",2
"464",2016-03-01,"Black","misdemeanor","liquor laws",1
"465",2016-03-01,"Black","misdemeanor","sex offenses",2
"466",2016-03-01,"Black","misdemeanor","theft",1
"467",2016-03-01,"Black","misdemeanor","vandalism",1
"468",2016-03-01,"Black",NA,"drivers' licenses",1
"469",2016-03-01,"Hispanic","felony","assault and battery",5
"470",2016-03-01,"Hispanic","felony","drug offenses",1
"471",2016-03-01,"Hispanic","felony","dui",3
"472",2016-03-01,"Hispanic","misdemeanor","assault and battery",8
"473",2016-03-01,"Hispanic","misdemeanor","drug offenses",3
"474",2016-03-01,"Hispanic","misdemeanor","dui",10
"475",2016-03-01,"Hispanic","misdemeanor","traffic violations",2
"476",2016-03-01,"Hispanic",NA,"assault and battery",1
"477",2016-03-01,"Other","misdemeanor","contempt of court",1
"478",2016-03-01,"Other","misdemeanor","dui",4
"479",2016-03-01,"Other Asian","misdemeanor","assault and battery",2
"480",2016-03-01,"Other Asian","misdemeanor","disturbing the peace",1
"481",2016-03-01,"White","felony","assault and battery",5
"482",2016-03-01,"White","felony","drug offenses",4
"483",2016-03-01,"White","felony","robbery",4
"484",2016-03-01,"White","felony","theft",1
"485",2016-03-01,"White","felony","traffic violations",2
"486",2016-03-01,"White","felony","vandalism",2
"487",2016-03-01,"White","misdemeanor","assault and battery",6
"488",2016-03-01,"White","misdemeanor","drug offenses",20
"489",2016-03-01,"White","misdemeanor","dui",3
"490",2016-03-01,"White","misdemeanor","hit-and-run",1
"491",2016-03-01,"White","misdemeanor","liquor laws",1
"492",2016-03-01,"White","misdemeanor","public justice",1
"493",2016-03-01,"White","misdemeanor","theft",4
"494",2016-03-01,"White","misdemeanor","traffic violations",1
"495",2016-03-01,"White","misdemeanor","vandalism",1
"496",2016-03-01,"White","misdemeanor","weapons",1
"497",2016-03-01,"White",NA,"assault and battery",1
"498",2016-03-01,"White",NA,"drivers' licenses",1
"499",2016-03-01,"White",NA,"drug offenses",1
"500",2016-04-01,"Asian Indian","misdemeanor","dui",2
"501",2016-04-01,"Black","misdemeanor","assault and battery",2
"502",2016-04-01,"Black","misdemeanor","disturbing the peace",1
"503",2016-04-01,"Black","misdemeanor","drug offenses",5
"504",2016-04-01,"Black","misdemeanor","dui",4
"505",2016-04-01,"Black",NA,"drivers' licenses",1
"506",2016-04-01,"Black",NA,NA,1
"507",2016-04-01,"Hispanic","felony","assault and battery",1
"508",2016-04-01,"Hispanic","felony","drug offenses",5
"509",2016-04-01,"Hispanic","felony","dui",3
"510",2016-04-01,"Hispanic","misdemeanor","assault and battery",3
